,state,county,city,date,description,adl_id,fips_county,CountyState
634,MN,Hennepin,orono,2018-03-01,anti-semitic jokes targeted a jewish student.,5743,27053,Hennepin County MN
635,MN,Hennepin,plymouth,2019-02-01,"jewish middle school student told by another student, ""i hope you get locked up and gassed by hitler.""",9569,27053,Hennepin County MN
636,MN,Hennepin,saint paul,2019-11-01,a student submitted homework to his jewish teacher that included a meme of pepe the frog wearing a nazi ss helmet.,12071,27053,Hennepin County MN
637,MN,Hennepin,wayzata,2019-05-01,"jewish students had pennies thrown at them by other students who told them ""go get it, jew"" as well as remarks about gas chambers.",9781,27053,Hennepin County MN
638,MN,Ramsey,maplewood,2019-09-01,"high school student received threatening anti-semitic messages. one of which read, ""i 'll call my hitler buddies, they will put you in a jew shower.""",11956,27123,Ramsey County MN
639,MN,Ramsey,saint paul,2019-11-01,a student submitted homework to his jewish teacher that included a meme of pepe the frog wearing a nazi ss helmet.,12071,27123,Ramsey County MN
640,MN,Scott,savage,2018-05-01,a swastika was etched on the seat of a school bus directed at jewish student.,6068,27139,Scott County MN
641,MN,Stearns,st. cloud,2017-09-01,"a swastika and the word ""soon"" were discovered at a high school on the eve of yom kippur.",3683,27145,Stearns County MN
642,MN,Washington,saint paul,2019-11-01,a student submitted homework to his jewish teacher that included a meme of pepe the frog wearing a nazi ss helmet.,12071,27163,Washington County MN
643,MO,St. Louis,clayton,2016-12-01,group of students created anti-semitic instagram account targeting another student.,564,29189,St. Louis County MO
644,MO,St. Louis,clayton,2017-03-01,high school circulated photo of student defaced with swastikas.,3697,29189,St. Louis County MO
645,MO,St. Louis,st. louis,2016-02-01,bomb threat called into jewish school.,2336,29189,St. Louis County MO
646,MO,St. Louis,st. louis,2016-04-01,white supremacist left anti-semitic comments on social media in wake of post referencing hateful flyers found on school campus.,2337,29189,St. Louis County MO
647,MO,St. Louis,st. louis,2016-09-01,"at least ten different synagogues and day schools received anti-semitic, anti-government mailings over a period of two months.",2339,29189,St. Louis County MO
648,MO,St. Louis,town and country,2017-02-01,bomb threat - saul mirowitz jewish community school,3694,29189,St. Louis County MO
649,MO,St. Louis,webster groves,2017-12-01,a student created a digital swastika using the photo of the face of another student.,3708,29189,St. Louis County MO
650,MS,Lauderdale,meridian,2017-05-01,"anti-semitic, pro-nazi, and racist graffiti found at a public school.",3709,28075,Lauderdale County MS
651,MT,Missoula,missoula,2019-04-01,swastika graffiti discovered in a bathroom at hellgate high school.,10199,30063,Missoula County MT
652,NC,Buncombe,asheville,2016-11-01,a high school student was tagged in an instagram post that included pictures of hitler and anti-semitic comments.,95,37021,Buncombe County NC
653,NC,Durham,durham,2017-02-01,bomb threat - lerner day school,3717,37063,Durham County NC
654,NC,Durham,durham,2019-03-01,five swastikas were drawn with a marker on a bulletin board and a shower curtain at a high school.,10172,37063,Durham County NC
655,NC,Lincoln,lincolnton,2018-03-01,"three people vandalized businesses, a church, and a school with swastikas and ""666.""",5782,37109,Lincoln County NC
656,NC,Mecklenburg,charlotte,2018-01-01,jewish student was the victim of anti-semitic bullying and harassment.,5542,37119,Mecklenburg County NC
657,NC,Mecklenburg,charlotte,2018-10-01,middle school performed a play that made fun of the holocaust.,6554,37119,Mecklenburg County NC
658,NC,Mecklenburg,charlotte,2018-10-01,"jewish student victim of anti-semitic harassment. classmate told her ""you don't understand it because you're a dirty jew and all jews deserve to die.""",6553,37119,Mecklenburg County NC
659,NC,Mecklenburg,charlotte,2018-11-01,"a jewish student was called a ""dirty jew"" by a classmate.",6735,37119,Mecklenburg County NC
660,NC,Mecklenburg,charlotte,2018-12-01,high school student made anti-semitic comment to another student.,6999,37119,Mecklenburg County NC
661,NC,Mecklenburg,charlotte,2018-12-01,middle school student made an anti-semitic comment to another student.,7000,37119,Mecklenburg County NC
662,NC,Mecklenburg,charlotte,2019-09-01,a student at providence high school discovered that a threatening and anti-semitic note in her backpack.,9969,37119,Mecklenburg County NC
663,NC,Mecklenburg,cornelius,2018-04-01,a jewish girl found a large swastika drawing in the bathroom at her high school.,5892,37119,Mecklenburg County NC
664,NC,Orange,chapel hill,2018-04-01,a student drew a swastika on a fellow student's backpack.,5871,37135,Orange County NC
665,NE,Douglas,omaha,2016-11-01,swastika etched into desk at middle school.,1843,31055,Douglas County NE
666,NE,Lancaster,lincoln,2018-11-01,"student drew a swastika and wrote ""dirty jew"" on another student's homework.",6754,31109,Lancaster County NE
667,NE,Lincoln,sutherland,2018-09-01,"a jewish student was harassed with anti-semitic remarks by another student who told her that ""jews belong in a pot"" and that ""hitler had the right idea.""",6416,31111,Lincoln County NE
668,NE,Sarpy,omaha,2016-11-01,swastika etched into desk at middle school.,1843,31153,Sarpy County NE
669,NH,Cheshire,keene,2018-01-01,high school students made repeated anti-semitic statements and threats against jewish students.,5532,33005,Cheshire County NH
670,NH,Grafton,waterville,2018-05-01,jewish boy at an elementary school was the victim of anti-semitic harassment and bullying; the bullying included the boy being told he could not wear particular shoes because he is jewish.,5933,33009,Grafton County NH
671,NH,Hillsborough,manchester,2016-04-01,jewish students faced anti-semitic harassment in school.,1450,33011,Hillsborough County NH
672,NH,Rockingham,auburn,2016-11-01,school bench vandalized with swastikas and other vulgar drawings.,138,33015,Rockingham County NH
673,NH,Sullivan,claremont,2019-07-06,"daily stormer book club, an alt right group, distributed anti-semitic propaganda at stevens high school that depicted christchurch shooter brenton tarrant with the star of david and the word jude covering tarrant's mouth. the flier reads: ""censorship ends in violence.""",8368,33019,Sullivan County NH
674,NH,Sullivan,sunapee,2018-09-01,jewish student at a high school victim of anti-semitic harassment and bullying by another student.,6401,33019,Sullivan County NH
675,NH,Sullivan,sunapee,2018-09-01,jewish student victim of anti-semitic harassment by classmate both in person and on facebook.,6403,33019,Sullivan County NH
676,NJ,Atlantic,hammonton,2018-02-01,teacher made an anti-semitic remark to students in class.,5606,34001,Atlantic County NJ
677,NJ,Bergen,allendale,2016-05-01,numerous swastikas drawn on underside of stairwell in school.,37,34003,Bergen County NJ
678,NJ,Bergen,bergenfield,2016-04-01,high school student faced ongoing anti-semitic bullying at school.,225,34003,Bergen County NJ
679,NJ,Bergen,east rutherford,2016-04-01,"swastikas and ""white power"" etched into bathroom stall at high school.",800,34003,Bergen County NJ
680,NJ,Bergen,east rutherford,2016-05-01,swastika graffiti discovered in high school bathroom.,801,34003,Bergen County NJ
681,NJ,Bergen,emerson,2019-05-01,anti-semitic and racist graffiti that included a swastika was found in a classroom at emerson junior-senior high school.,10287,34003,Bergen County NJ
682,NJ,Bergen,englewood,2019-03-01,anti-semitic and anti-black graffiti was written on bathroom stalls at dwight-engelwood school. ,10144,34003,Bergen County NJ
683,NJ,Bergen,fair lawn,2019-09-01,a swastika was etched into an auditorium chair and a bathroom at memorial middle school within a week of each other.,10465,34003,Bergen County NJ
684,NJ,Bergen,fair lawn,2019-10-01,a swastika was scratched into the back of a chair in middle school auditorium.,12008,34003,Bergen County NJ
685,NJ,Bergen,fair lawn,2019-11-01,a school locker was vandalized with a swastika drawing.,12072,34003,Bergen County NJ
686,NJ,Bergen,franklin lakes,2017-09-01,"""hate kikes"" was written on a bathroom wall at a high school.",3908,34003,Bergen County NJ
687,NJ,Bergen,franklin lakes,2017-10-01,"""jew"" written on the wall in the boy's bathroom at a high school.",3955,34003,Bergen County NJ
688,NJ,Bergen,franklin lakes,2017-11-01,"""kill the kike klub"" and the n-word written in a bathroom stall at a high school.",3975,34003,Bergen County NJ
689,NJ,Bergen,franklin lakes,2018-01-01,jewish boy was victim of anti-semitic harassment when another student on the bus carved a swastika into the boy's seat.,5582,34003,Bergen County NJ
690,NJ,Bergen,glen rock,2019-05-01,a swastika was drawn on a wall in a bathroom at glen rock high school.,10288,34003,Bergen County NJ
691,NJ,Bergen,glen rock,2019-06-01,a swastika was etched into the wall of a classroom at glen rock high school.,10341,34003,Bergen County NJ
692,NJ,Bergen,glen rock,2019-09-01,two swastikas were etched into the tile of a bathroom at glen rock middle school.,10464,34003,Bergen County NJ
693,NJ,Bergen,hackensack,2017-09-01,swastika carved into the bulletin board in classroom at a high school.,3910,34003,Bergen County NJ
694,NJ,Bergen,hillsdale,2018-02-01,swastika vandalism discovered in a bathroom at a high school.,7084,34003,Bergen County NJ
695,NJ,Bergen,hillsdale,2018-09-01,a swastika and the n-word were written in a bathroom at a high school.,7086,34003,Bergen County NJ
696,NJ,Bergen,hillsdale,2018-10-01,swastika vandalism discovered in school bathroom.,6647,34003,Bergen County NJ
697,NJ,Bergen,hillsdale,2018-11-01,swastika vandalism discovered in school bathroom.,6848,34003,Bergen County NJ
698,NJ,Bergen,hillsdale,2018-11-01,swastika and racist vandalism discovered in a school bathroom.,6847,34003,Bergen County NJ
699,NJ,Bergen,hillsdale,2018-12-01,swastika vandalism discovered in a school bathroom.,7081,34003,Bergen County NJ
700,NJ,Bergen,hillsdale,2019-01-01,swastika vandalism discovered in a school bathroom.,11643,34003,Bergen County NJ
701,NJ,Bergen,hillsdale,2019-05-01,swastika and kkk graffiti found in a bathroom at a high school.,11799,34003,Bergen County NJ
702,NJ,Bergen,midland park,2019-11-01,swastika vandalism discovered at a high school.,12046,34003,Bergen County NJ
703,NJ,Bergen,montvale,2019-03-01,"a bathroom at a high school was defaced with racist and anti-semitic graffiti that included a swastika, the word ""jews"" with a circle and line through it, the n-word, and ""wp"" for white power.",10142,34003,Bergen County NJ
704,NJ,Bergen,north arlington,2018-11-01,jungle gym equipment at a middle school was defaced with swastika graffiti.,3476,34003,Bergen County NJ
705,NJ,Bergen,oakland,2019-12-01,"jewish student victim of ongoing anti-semitic harassment threats by classmate who said she should be ""gassed,"" and called her a ""jewish piece of shit.""",12232,34003,Bergen County NJ
706,NJ,Bergen,oradell,2017-05-01,"a swastika was drawn on the wall of a boys' bathroom stall, and a hateful message against jews in a girls' bathroom stall at a high school.",3858,34003,Bergen County NJ
707,NJ,Bergen,ridgefield park,2019-04-01,an elementary school teacher discovered that two swastikas had been scratched into school music stands.,11715,34003,Bergen County NJ
708,NJ,Bergen,ridgewood,2018-12-01,"at school, a student told their health class that their ""natural high is killing jews.""",7616,34003,Bergen County NJ
709,NJ,Bergen,ridgewood,2018-12-01,anti-semitic graffiti that included a swastika next to a star of david discovered in a bathroom at a school.,7079,34003,Bergen County NJ
710,NJ,Bergen,ridgewood,2019-10-01,building maintenance employees at ridgewood high school found three swastikas rubbed on the surface of a bathroom stall.,10520,34003,Bergen County NJ
711,NJ,Bergen,teaneck,2018-10-01,a swastika and kkk graffiti were discovered in a classroom at a high school.,6395,34003,Bergen County NJ
712,NJ,Bergen,teaneck,2019-06-01,swastika carving discvered in a bathroom at a high school.,11808,34003,Bergen County NJ
713,NJ,Bergen,tenafly,2018-06-01,paper swastikas were taped to a trash can in a bathroom at a school.,3870,34003,Bergen County NJ
714,NJ,Bergen,tenafly,2019-04-01,"""hitler = good"" was found carved into a classroom desk.",11724,34003,Bergen County NJ
715,NJ,Bergen,upper saddle river,2019-12-01,a student discovered that a swastika had been drawn on the classroom white board.,12241,34003,Bergen County NJ
716,NJ,Bergen,upper saddle river,2019-12-01,students on a school bus traced swastikas into the condensation on the windows.,12177,34003,Bergen County NJ
717,NJ,Bergen,woodcliff lake,2018-11-01,"a swastika and the letters ""wp,"" presumably ""white power,"" were scratched into a bathroom stall at a school.",6539,34003,Bergen County NJ
718,NJ,Bergen,wyckoff,2019-10-01,anti-semitic and racist epithets were scratched into a bathroom stall at a middle school.,12032,34003,Bergen County NJ
719,NJ,Burlington,evesham,2018-03-01,a drawing of a swastika was discovered in the boys' locker room at a school.,7644,34005,Burlington County NJ
720,NJ,Burlington,evesham,2019-02-01,a swastika was drawn on a student's hand.,11677,34005,Burlington County NJ
721,NJ,Burlington,medford,2019-03-01,jewish student victim of anti-semitic harassment and bullying by a peer.,11699,34005,Burlington County NJ
722,NJ,Burlington,moorestown,2018-01-01,teacher verbally harassed a jewish student in class with anti-semitic remarks.,5531,34005,Burlington County NJ
723,NJ,Burlington,mount holly,2018-03-01,"""death to jews forever"" was written in a shared online document at an elementary school.",7656,34005,Burlington County NJ
724,NJ,Burlington,north hanover,2018-02-01,jewish students subject to ongoing anti-semitic harassment by peers.,5602,34005,Burlington County NJ
725,NJ,Burlington,westampton,2019-04-01,swastika vandalism discovered on a desk in a classroom.,11726,34005,Burlington County NJ
726,NJ,Burlington,westampton,2019-04-01,swastika vandalism discovered on a desk at a school.,11743,34005,Burlington County NJ
727,NJ,Burlington,westampton,2019-09-01,a student at a school drew a swastika alongside a written threat against the school.,11966,34005,Burlington County NJ
728,NJ,Camden,cherry hill,2016-11-01,"high school student victim of anti-semitic harassment by classmate who drew swastika and the letter ""n"" on victim's body during class.",517,34007,Camden County NJ
729,NJ,Camden,cherry hill,2016-11-01,"middle school student victim of anti-semitic harassment, called a ""dirty jew.""",516,34007,Camden County NJ
730,NJ,Camden,cherry hill,2016-12-01,middle school student victim of anti-semitic and racist verbal harassment.,518,34007,Camden County NJ
731,NJ,Camden,cherry hill,2018-10-01,jewish student received an anti-semitic meme in a message from a classmate.,6538,34007,Camden County NJ
732,NJ,Camden,cherry hill,2019-05-01,a student at a middle school drew swastikas on desks.,11750,34007,Camden County NJ
733,NJ,Camden,cherry hill,2019-09-01,swastika vandalism discovered in a middle school.,11917,34007,Camden County NJ
734,NJ,Camden,cherry hill,2019-09-01,a middle school student used a rock to draw a swastika on a wall at their school.,11960,34007,Camden County NJ
735,NJ,Camden,collingswood,2016-09-01,swastika graffiti discovered on pipe on side of school building.,605,34007,Camden County NJ
736,NJ,Camden,haddonfield,2018-10-01,student drew a swastika in the bathroom using feces.,6612,34007,Camden County NJ
737,NJ,Camden,voorhees,2019-09-01,swastika and n-word graffiti found in a bathroom at a high school.,11931,34007,Camden County NJ
738,NJ,Camden,voorhees,2019-10-01,swastika graffiti discovered in a bathroom at eastern regional high school.,10522,34007,Camden County NJ
739,NJ,Camden,voorhees,2019-10-01,swastika vandalism discovered in a high school bathroom.,11972,34007,Camden County NJ
740,NJ,Camden,voorhees,2019-12-01,a student discovered a swastika had been scratched onto a gym locker.,12233,34007,Camden County NJ
741,NJ,Essex,caldwell,2017-05-01,swastika and other obscenities were painted on the property of an elementary school.,3856,34013,Essex County NJ
742,NJ,Essex,caldwell,2017-06-01,anti-semitic and racist graffiti and swastikas were spray-painted on sign at elementary school playground.,3871,34013,Essex County NJ
743,NJ,Essex,east orange,2018-04-01,student was discovered drawing swastikas and writing obscene messages in a school bathroom.,4265,34013,Essex County NJ
744,NJ,Essex,glen ridge,2019-09-01,"two students gave another student a book with swastikas in it, as well as other harassing material.",11961,34013,Essex County NJ
745,NJ,Essex,livingston,2016-11-01,school officials found swastika traced in wood chips of school playground.,1329,34013,Essex County NJ
746,NJ,Essex,livingston,2018-11-01,school desk vandalized with swastika graffiti.,6854,34013,Essex County NJ
747,NJ,Essex,livingston,2019-04-01,a student discovered a swastika had been drawn on their desk.,11741,34013,Essex County NJ
748,NJ,Essex,millburn,2018-12-01,school desk vandalized with swastika and kkk graffiti.,7075,34013,Essex County NJ
749,NJ,Essex,montclair,2018-12-01,graffiti that included a swastika was discovered outside a middle school.,3931,34013,Essex County NJ
750,NJ,Essex,montclair,2019-11-01,an employee at montclair high school discovered that a table in the school cafeteria was vandalized with swastika drawings.,10848,34013,Essex County NJ
751,NJ,Essex,montclair,2019-12-01,three swastikas were found on desks in a classroom at montclair high school.,12188,34013,Essex County NJ
752,NJ,Essex,north caldwell,2017-10-01,"students at a middle school made a group chat called ""kill all jews.""",3932,34013,Essex County NJ
753,NJ,Essex,north caldwell,2019-01-01,a swastika was drawn on a locker at a middle school.,11639,34013,Essex County NJ
754,NJ,Essex,south orange village,2018-07-01,swastika vandalism discovered at a school.,3809,34013,Essex County NJ
755,NJ,Essex,south orange village,2019-02-01,swastika vandalism discovered in a bathroom at a school.,11657,34013,Essex County NJ
756,NJ,Essex,verona,2019-01-01,swastika vandalism discovered in a school bathroom.,11646,34013,Essex County NJ
757,NJ,Essex,verona,2019-09-01,a swastika and the n-word were written on the back walkway at a school.,11918,34013,Essex County NJ
758,NJ,Gloucester,glassboro,2016-03-01,swastika graffiti discovered in high school bathroom.,976,34015,Gloucester County NJ
759,NJ,Gloucester,glassboro,2016-12-01,teacher discovered desk in their classroom vandalized with swastika graffiti and star of david.,977,34015,Gloucester County NJ
760,NJ,Gloucester,sewell,2018-01-01,jewish student discovered that classmates were sending around anti-semitic and holocaust jokes at jewish student's expense.,5528,34015,Gloucester County NJ
761,NJ,Hudson,north bergen,2018-12-01,"""hitler"" and a swastika were written in a bathroom stall at a school.",4923,34017,Hudson County NJ
762,NJ,Hunterdon,alexandria,2019-10-01,swastika drawings were discovered on class materials at a high school.,11984,34019,Hunterdon County NJ
763,NJ,Hunterdon,tewksbury,2019-08-01,"graffiti that included swastikas, the n-word, phallic symbols, a star of david, phallic symbols, n word, and ""911 was an inside job"" was found inside a school.",11886,34019,Hunterdon County NJ
764,NJ,Mercer,hamilton (mercer county),2019-01-01,"an anti-semitic, racist, and anti-muslim sticker was found inside a bathroom stall at a high school.",11638,34021,Mercer County NJ
765,NJ,Mercer,robbinsville,2018-03-01,"student gave the ""heil hitler"" salute in front of other students in the lunchroom.",5704,34021,Mercer County NJ
766,NJ,Middlesex,east brunswick,2016-09-01,"student anonymously posted ""the jew killer"" as username in class game projected onto smartboard.",786,34023,Middlesex County NJ
767,NJ,Middlesex,east brunswick,2017-03-01,anti-semitic graffiti discovered on school desk.,3802,34023,Middlesex County NJ
768,NJ,Middlesex,east brunswick,2017-03-01,"students found a drawing of hitler, a swastika, and the words ""kill all the jews"" and ""heil hitler"" written on a desk.",3799,34023,Middlesex County NJ
769,NJ,Middlesex,east brunswick,2017-05-01,"note left on jewish student's desk with a swastika and the acronym ""kys,"" which means ""kill yourself.""",3841,34023,Middlesex County NJ
770,NJ,Middlesex,east brunswick,2017-05-01,one student drew a swastika on another student's paper.,3847,34023,Middlesex County NJ
771,NJ,Middlesex,east brunswick,2017-05-01,"a note was found at a school that contained an image of a swastika and the words ""white is supreme.""",3851,34023,Middlesex County NJ
772,NJ,Middlesex,east brunswick,2017-05-01,anti-semitic graffiti on school desk.,3852,34023,Middlesex County NJ
773,NJ,Middlesex,east brunswick,2017-06-01,an anti-semitic message was scrawled on playground equipment at an elementary school.,3867,34023,Middlesex County NJ
774,NJ,Middlesex,edison,2019-11-01,swastika vandalism discovered on school playground.,12054,34023,Middlesex County NJ
775,NJ,Middlesex,highland park,2019-04-01,a middle school student made racist and anti-semitic remarks at school including denying that the holocaust happened.,9712,34023,Middlesex County NJ
776,NJ,Middlesex,new brunswick,2016-02-01,jewish students faced anti-semitic harassment in school.,1705,34023,Middlesex County NJ
777,NJ,Middlesex,north brunswick,2016-05-01,"student started singing ""cleanup cleanup like hitler cleaned up and killed all the jews"" after teacher announced it was time to clean up.",1780,34023,Middlesex County NJ
778,NJ,Middlesex,old bridge,2019-01-01,classmates wrote a derogatory song about a jewish classmate.,11644,34023,Middlesex County NJ
779,NJ,Middlesex,old bridge,2019-09-01,swastikas were drawn in chalk on the exterior of an elementary school.,11913,34023,Middlesex County NJ
780,NJ,Monmouth,aberdeen,2019-05-01,swastika vandalism discovered on a bench at a high school.,10286,34025,Monmouth County NJ
781,NJ,Monmouth,aberdeen,2019-06-01,"""i hate jews,"" a swastika, and other racist messages were written in a bathroom at a middle school.",11826,34025,Monmouth County NJ
782,NJ,Monmouth,aberdeen,2019-09-01,swastika vandalism discovered on a school desk.,11924,34025,Monmouth County NJ
783,NJ,Monmouth,hazlet,2019-05-01,a basketball court at a school was defaced with a swastika drawn in chalk.,11792,34025,Monmouth County NJ
784,NJ,Monmouth,hazlet,2019-12-01,high school student directed the nazi salute at other students.,12202,34025,Monmouth County NJ
785,NJ,Monmouth,highlands,2018-04-01,"""h8 jews"" was written into the sand during a high school trip to the beach.",5804,34025,Monmouth County NJ
786,NJ,Monmouth,highlands,2018-05-01,"at school, a student was called a ""jew"" in a derogatory manner by another student.",5805,34025,Monmouth County NJ
787,NJ,Monmouth,holmdel,2016-04-01,swastika graffiti discovered in school bathroom.,1076,34025,Monmouth County NJ
788,NJ,Monmouth,holmdel,2016-10-01,jewish student victim of anti-semitic harassment by classmate.,1075,34025,Monmouth County NJ
789,NJ,Monmouth,holmdel,2016-12-01,swastika graffiti discovered in bathroom at school.,1077,34025,Monmouth County NJ
790,NJ,Monmouth,holmdel,2019-03-01,a school employee discovered that two swastikas had been drawn on the sheet rock in a bathroom.,11694,34025,Monmouth County NJ
791,NJ,Monmouth,holmdel,2019-03-01,"""i hate jews"" found written on a library desk at a high school.",11701,34025,Monmouth County NJ
792,NJ,Monmouth,howell,2016-05-01,swastikas and male genitalia spray-painted on school playground equipment.,1109,34025,Monmouth County NJ
793,NJ,Monmouth,howell,2018-04-01,"student at a middle school told another student that he was hitler and that he would ""put her in the gas chambers.""",3877,34025,Monmouth County NJ
794,NJ,Monmouth,loch arbour village,2017-04-01,anti-semitic messages written on school playground.,3835,34025,Monmouth County NJ
795,NJ,Monmouth,loch arbour village,2018-01-01,swastika vandalism discovered on desks at a high school.,7655,34025,Monmouth County NJ
796,NJ,Monmouth,loch arbour village,2018-03-01,jewish student was harassed by a classmate who made intimidating threats about fighting him.,7652,34025,Monmouth County NJ
797,NJ,Monmouth,manalapan,2016-12-01,"individual received anti-semitic letter saying ""go back to your jew school.""",1448,34025,Monmouth County NJ
798,NJ,Monmouth,manalapan,2017-04-01,anti-semitic graffiti found scrawled at school playground.,3834,34025,Monmouth County NJ
799,NJ,Monmouth,tinton falls,2019-05-01,a student used chalk to draw swastikas on school property.,11759,34025,Monmouth County NJ
800,NJ,Morris,chatham,2019-09-01,"student said ""shut up jew"" during a school activity.",11927,34027,Morris County NJ
801,NJ,Morris,east hanover,2017-06-01,students used anti-semitic screen names for a class assignment.,3865,34027,Morris County NJ
802,NJ,Morris,hanover,2016-01-01,school presentation defaced with swastika drawings.,1024,34027,Morris County NJ
803,NJ,Morris,hanover,2018-05-01,"student was called a ""stupid jew"" and told that they were ""going to die in the gas chamber."" the offender also shoved a nazi patch in the victim's face.",3818,34027,Morris County NJ
804,NJ,Morris,hanover,2019-10-01,student drew a swastika on the classroom white board during a class assignment.,12024,34027,Morris County NJ
805,NJ,Morris,jefferson,2019-04-01,swastika vandalism discovered inside a classroom.,11722,34027,Morris County NJ
806,NJ,Morris,jefferson,2019-11-01,"a swastika, a homophobic slur, and the n-word were found written in a bathroom at a middle school.",12122,34027,Morris County NJ
807,NJ,Morris,jefferson,2019-11-01,"students at a middle school directed the nazi salute at other students. simultaneously there were reports of racist, homophobic, and swastika graffiti at the school.",12100,34027,Morris County NJ
808,NJ,Morris,jefferson,2019-11-01,swastika vandalism discovered in a bathroom at a school.,12092,34027,Morris County NJ
809,NJ,Morris,madison,2016-12-01,"elementary school student told by older classmate that ""all jews lie and are bad"" and that hitler was a good leader.",1437,34027,Morris County NJ
810,NJ,Morris,mendham,2018-03-01,students gave nazi salutes in classroom.,5692,34027,Morris County NJ
811,NJ,Morris,mount olive,2019-10-01,student's email was hacked and sent anti-semitic and racist memes.,12035,34027,Morris County NJ
812,NJ,Morris,mountain lakes,2017-10-01,jewish student victim of anti-semitic anti-semitic incident: harassment.,3950,34027,Morris County NJ
813,NJ,Morris,pequannock,2019-02-01,swastika vandalism discovered in an elementary school bathroom.,11670,34027,Morris County NJ
814,NJ,Morris,randolph,2019-06-01,swastika vandalism discovered in a bathroom at a high school.,11817,34027,Morris County NJ
815,NJ,Morris,rockaway,2018-01-01,"middle school boy told a jewish classmate to ""get out of my seat, jew!"" the student was also seen making the sieg heil gesture.",7639,34027,Morris County NJ
816,NJ,Morris,rockaway,2018-02-01,a student at a middle school had a swastika drawn on his forehead.,7651,34027,Morris County NJ
817,NJ,Morris,roxbury,2019-11-01,"a swastika, ss lightening bolts, and ""hail hitler"" were discovered written in a bathroom at a middle school.",12084,34027,Morris County NJ
818,NJ,Ocean,brick,2016-06-01,jewish students faced anti-semitic harassment in school.,1260,34029,Ocean County NJ
819,NJ,Ocean,lakewood,2016-07-01,swastika was drawn on jewish school.,1262,34029,Ocean County NJ
820,NJ,Ocean,lakewood,2016-08-01,swastikas discovered in stairwell at jewish day school.,1265,34029,Ocean County NJ
821,NJ,Ocean,lakewood,2016-08-01,several swastikas spray-painted on jungle gym and building door at jewish day school.,1263,34029,Ocean County NJ
822,NJ,Ocean,lakewood,2019-06-01,a jewish teacher at a public school discovered that her classroom door had been vandalized with swastika graffiti.,11815,34029,Ocean County NJ
823,NJ,Ocean,lakewood,2019-12-01,"""hitler did nothing wrong"" was written on a whiteboard in a jewish school.",12221,34029,Ocean County NJ
824,NJ,Ocean,ocean,2016-06-01,"student drew swastika and wrote: ""adolf hitler is my boy"" on another student's homework assignment.",1815,34029,Ocean County NJ
825,NJ,Ocean,plumsted,2019-11-01,a swastika was carved into a bathroom stall at a middle school.,12057,34029,Ocean County NJ
826,NJ,Ocean,toms river,2017-10-01,non-jewish high school students throwing pennies and other objects at observant jews they see.,3936,34029,Ocean County NJ
827,NJ,Passaic,wanaque,2019-02-01,a jewish student at lakeland regional high school discovered that a swastika was drawn on the back of her classroom chair. she had previously heard classmates making anti-semitic holocaust jokes.,10088,34031,Passaic County NJ
828,NJ,Passaic,wanaque,2019-04-01,a jewish student at lakeland regional high school discovered a drawing of a star of david with a swastika in the middle of it was drawn onto her desk in study hall.,10203,34031,Passaic County NJ
829,NJ,Passaic,wanaque,2019-11-01,a teacher discovered that school books had been vandalized with swastika drawings.,12120,34031,Passaic County NJ
830,NJ,Somerset,warren,2018-04-01,"students sang ""happy birthday"" to adolf hitler during a school demonstration.",5848,34035,Somerset County NJ
831,NJ,Sussex,sparta,2016-11-01,swastika graffiti discovered in middle school bathroom.,2313,34037,Sussex County NJ
832,NJ,Sussex,stanhope,2018-11-01,a student drew a swastika in the book of another student.,2356,34037,Sussex County NJ
833,NJ,Sussex,sussex,2019-03-01,"two bathrooms at high point regional high school were vandalized with swastika etchings and messages that read ""kill the jews"" and ""hitler was here.""",10143,34037,Sussex County NJ
834,NJ,Union,cranford,2019-02-01,"a classmate told a jewish student ""i hate jews. jews should be dead.""",9573,34039,Union County NJ
835,NJ,Union,cranford,2019-05-01,jewish student at an elementary school victim of anti-semitic bullying and taunts.,9785,34039,Union County NJ
836,NJ,Union,cranford,2019-06-01,a middle school student discovered that someone had drawn a swastika in her yearbook.,11833,34039,Union County NJ
837,NJ,Union,cranford,2019-06-01,"middle school student discovered that someone had written ""hitler did nothing wrong"" in her yearbook. another student found that someone had drawn on a swastika in their yearbook.",11834,34039,Union County NJ
838,NJ,Union,cranford,2019-11-01,swastika vandalism discovered in a high school.,12075,34039,Union County NJ
839,NJ,Union,mountainside,2019-10-01,swastika vandalism discovered on school property.,11977,34039,Union County NJ
840,NJ,Union,rahway,2019-10-01,a school bathroom was vandalized with a swastika and racially threatening language.,12015,34039,Union County NJ
841,NJ,Union,scotch plains,2018-10-01,"vandalism that included swastikas, the word kike, the n-word, and kkk were discovered at a school.",6542,34039,Union County NJ
842,NJ,Union,scotch plains,2018-10-01,"a swastika, the word kike, and the n-word were spray-painted on a wall at a high school.",6544,34039,Union County NJ
843,NJ,Union,summit,2018-11-01,four swastikas were drawn in a bathroom at a high school.,7088,34039,Union County NJ
844,NJ,Union,summit,2018-11-01,a swastika was drawn in the bathroom at a middle school.,7085,34039,Union County NJ
845,NJ,Union,summit,2018-11-01,a swastika and the n-word were drawn in a bathroom at a middle school.,7082,34039,Union County NJ
846,NJ,Union,summit,2018-11-01,three swastika drawings were discovered on the wall in a bathroom at a middle school.,7080,34039,Union County NJ
847,NJ,Union,summit,2018-11-01,swastika vandalism discovered in school bathroom.,6852,34039,Union County NJ
