CountyState,state,FIPS,county,county_seat,population_2010,Land Area (km²),Land Area (mi²),Water Area (km²),Water Area (mi²),Total Area (km²),Total Area (mi²),latitude,longitude
Hamilton County NE,NE,31081.0,Hamilton,Aurora,"9,124","1,406.05",542.878,10.73,4.143,"1,416.78",547.021,40.877145,-98.021943
Harlan County NE,NE,31083.0,Harlan,Alma,"3,423","1,433.47",553.466,53.34,20.595,"1,486.81",574.061,40.178766,-99.403418
Hayes County NE,NE,31085.0,Hayes,Hayes Center,967,"1,846.82",713.062,0.571,0.22,"1,847.39",713.282,40.535786,-101.05558
Hitchcock County NE,NE,31087.0,Hitchcock,Trenton,"2,908","1,838.74",709.943,22.103,8.534,"1,860.85",718.477,40.176896,-101.044217
Holt County NE,NE,31089.0,Holt,O'Neill,"10,435","6,248.08","2,412.40",13.202,5.097,"6,261.29","2,417.50",42.459287,-98.784766
Hooker County NE,NE,31091.0,Hooker,Mullen,736,"1,867.70",721.121,0.883,0.341,"1,868.58",721.462,41.9187,-101.11681
Howard County NE,NE,31093.0,Howard,St. Paul,"6,274","1,474.58",569.337,16.202,6.255,"1,490.78",575.592,41.219403,-98.513303
Jefferson County NE,NE,31095.0,Jefferson,Fairbury,"7,547","1,476.77",570.185,14.205,5.485,"1,490.98",575.67,40.175736,-97.143103
Johnson County NE,NE,31097.0,Johnson,Tecumseh,"5,217",973.968,376.051,1.767,0.682,975.735,376.733,40.395457,-96.268562
Kearney County NE,NE,31099.0,Kearney,Minden,"6,489","1,337.07",516.244,0.272,0.105,"1,337.34",516.349,40.506269,-98.948461
Keith County NE,NE,31101.0,Keith,Ogallala,"8,368","2,749.53","1,061.60",124.672,48.136,"2,874.20","1,109.74",41.194404,-101.644474
Keya Paha County NE,NE,31103.0,Keya Paha,Springview,824,"2,002.25",773.072,2.192,0.847,"2,004.44",773.919,42.87548,-99.718351
Kimball County NE,NE,31105.0,Kimball,Kimball,"3,821","2,465.27",951.846,1.448,0.559,"2,466.72",952.405,41.199155,-103.711105
Knox County NE,NE,31107.0,Knox,Center,"8,701","2,870.61","1,108.35",81.251,31.371,"2,951.87","1,139.72",42.634405,-97.891349
Lancaster County NE,NE,31109.0,Lancaster,Lincoln,"285,407","2,169.24",837.548,22.877,8.833,"2,192.12",846.381,40.783547,-96.688658
Lincoln County NE,NE,31111.0,Lincoln,North Platte,"36,288","6,640.91","2,564.07",28.641,11.058,"6,669.55","2,575.13",41.050322,-100.744481
Logan County NE,NE,31113.0,Logan,Stapleton,763,"1,478.00",570.66,1.204,0.465,"1,479.21",571.125,41.542156,-100.443665
Loup County NE,NE,31115.0,Loup,Taylor,632,"1,471.86",568.29,7.275,2.809,"1,479.14",571.099,41.897714,-99.509764
McPherson County NE,NE,31117.0,McPherson,Madison,539,"2,224.74",858.976,2.681,1.035,"2,227.42",860.011,41.596473,-101.060237
Madison County NE,NE,31119.0,Madison,Tryon,"34,876","1,483.40",572.743,7.014,2.708,"1,490.41",575.451,41.909929,-97.606856
Merrick County NE,NE,31121.0,Merrick,Central City,"7,845","1,255.84",484.881,24.907,9.617,"1,280.74",494.498,41.169801,-98.031051
Morrill County NE,NE,31123.0,Morrill,Bridgeport,"5,042","3,687.72","1,423.84",15.599,6.023,"3,703.32","1,429.86",41.732205,-102.990599
Nance County NE,NE,31125.0,Nance,Fullerton,"3,735","1,143.82",441.633,17.088,6.598,"1,160.91",448.231,41.402386,-97.991408
Nemaha County NE,NE,31127.0,Nemaha,Auburn,"7,248","1,055.12",407.382,5.755,2.222,"1,060.87",409.604,40.387448,-95.850954
Nuckolls County NE,NE,31129.0,Nuckolls,Nelson,"4,500","1,489.65",575.155,1.718,0.664,"1,491.36",575.819,40.176492,-98.046842
Otoe County NE,NE,31131.0,Otoe,Nebraska City,"15,740","1,594.48",615.631,8.775,3.388,"1,603.25",619.019,40.637992,-96.131027
Pawnee County NE,NE,31133.0,Pawnee,Pawnee City,"2,773","1,116.48",431.075,4.852,1.874,"1,121.33",432.949,40.13785,-96.245225
Perkins County NE,NE,31135.0,Perkins,Grant,"2,970","2,287.83",883.335,2.84,1.097,"2,290.67",884.432,40.856065,-101.636443
Phelps County NE,NE,31137.0,Phelps,Holdrege,"9,188","1,398.05",539.79,1.647,0.636,"1,399.70",540.426,40.516365,-99.406557
Pierce County NE,NE,31139.0,Pierce,Pierce,"7,266","1,484.71",573.249,3.482,1.344,"1,488.19",574.593,42.271413,-97.610992
Platte County NE,NE,31141.0,Platte,Columbus,"32,237","1,745.81",674.059,27.272,10.53,"1,773.08",684.589,41.576866,-97.513467
Polk County NE,NE,31143.0,Polk,Osceola,"5,406","1,135.31",438.345,5.949,2.297,"1,141.26",440.642,41.187925,-97.570663
Red Willow County NE,NE,31145.0,Red Willow,McCook,"11,055","1,856.98",716.985,2.643,1.021,"1,859.63",718.006,40.16942,-100.468576
Richardson County NE,NE,31147.0,Richardson,Falls City,"8,363","1,429.26",551.84,7.078,2.733,"1,436.34",554.573,40.123743,-95.718603
Rock County NE,NE,31149.0,Rock,Bassett,"1,526","2,611.53","1,008.32",8.808,3.401,"2,620.34","1,011.72",42.413325,-99.45853
Saline County NE,NE,31151.0,Saline,Wilber,"14,200","1,486.70",574.018,5.935,2.291,"1,492.63",576.309,40.516802,-97.131755
Sarpy County NE,NE,31153.0,Sarpy,Papillion,"158,840",618.982,238.99,22.1,8.533,641.082,247.523,41.115064,-96.109125
Saunders County NE,NE,31155.0,Saunders,Wahoo,"20,780","1,943.10",750.234,24.828,9.586,"1,967.92",759.82,41.223152,-96.640923
Scotts Bluff County NE,NE,31157.0,Scotts Bluff,Gering,"36,970","1,915.04",739.401,15.438,5.961,"1,930.48",745.362,41.851589,-103.70586
Seward County NE,NE,31159.0,Seward,Seward,"16,750","1,479.99",571.428,11.548,4.459,"1,491.54",575.887,40.871944,-97.140383
Sheridan County NE,NE,31161.0,Sheridan,Rushville,"5,469","6,321.80","2,440.86",74.942,28.935,"6,396.75","2,469.80",42.507074,-102.389698
Sherman County NE,NE,31163.0,Sherman,Loup City,"3,152","1,465.49",565.828,15.062,5.816,"1,480.55",571.644,41.218743,-98.972849
Sioux County NE,NE,31165.0,Sioux,Harrison,"1,311","5,352.83","2,066.74",1.873,0.723,"5,354.71","2,067.46",42.483806,-103.742605
Stanton County NE,NE,31167.0,Stanton,Stanton,"6,129","1,108.38",427.949,7.909,3.054,"1,116.29",431.003,41.904793,-97.174724
Thayer County NE,NE,31169.0,Thayer,Hebron,"5,228","1,486.15",573.807,3.025,1.168,"1,489.18",574.975,40.173845,-97.596263
Thomas County NE,NE,31171.0,Thomas,Thedford,647,"1,847.27",713.236,2.028,0.783,"1,849.30",714.019,41.84862,-100.506911
Thurston County NE,NE,31173.0,Thurston,Pender,"6,940","1,019.38",393.584,6.459,2.494,"1,025.84",396.078,42.154061,-96.533943
Valley County NE,NE,31175.0,Valley,Ord,"4,260","1,471.24",568.048,6.243,2.41,"1,477.48",570.458,41.564094,-98.983484
Washington County NE,NE,31177.0,Washington,Blair,"20,234","1,009.99",389.958,8.388,3.239,"1,018.37",393.197,41.533979,-96.224574
Wayne County NE,NE,31179.0,Wayne,Wayne,"9,595","1,147.14",442.915,1.088,0.42,"1,148.23",443.335,42.210746,-97.126243
Webster County NE,NE,31181.0,Webster,Red Cloud,"3,812","1,489.02",574.913,0.337,0.13,"1,489.36",575.043,40.180646,-98.49859
Wheeler County NE,NE,31183.0,Wheeler,Bartlett,818,"1,489.72",575.182,1.059,0.409,"1,490.78",575.591,41.937859,-98.522289
York County NE,NE,31185.0,York,York,"13,665","1,482.79",572.51,8.596,3.319,"1,491.39",575.829,40.873056,-97.596742
Churchill County NV,NV,32001.0,Churchill,Fallon,"24,877","12,769.83","4,930.46",242.422,93.6,"13,012.25","5,024.06",39.525701,-118.270419
Clark County NV,NV,32003.0,Clark,Las Vegas,"1,951,269","20,438.71","7,891.43",438.695,169.381,"20,877.41","8,060.81",36.214236,-115.013819
Douglas County NV,NV,32005.0,Douglas,Minden,"46,997","1,838.16",709.719,72.318,27.922,"1,910.48",737.641,38.905129,-119.609019
Elko County NV,NV,32007.0,Elko,Elko,"48,818","44,469.66","17,169.83",85.759,33.112,"44,555.42","17,202.95",41.141133,-115.351424
Esmeralda County NV,NV,32009.0,Esmeralda,Goldfield,783,"9,277.02","3,581.88",18.552,7.163,"9,295.57","3,589.04",37.778966,-117.632382
Eureka County NV,NV,32011.0,Eureka,Eureka,"1,987","10,814.97","4,175.68",11.083,4.279,"10,826.05","4,179.96",39.977788,-116.272208
Humboldt County NV,NV,32013.0,Humboldt,Winnemucca,"16,528","24,969.44","9,640.76",44.197,17.065,"25,013.64","9,657.82",41.407914,-118.127592
Lander County NV,NV,32015.0,Lander,Battle Mountain,"5,775","14,219.31","5,490.11",76.103,29.384,"14,295.41","5,519.49",39.900211,-117.04724
Lincoln County NV,NV,32017.0,Lincoln,Pioche,"5,345","27,539.87","10,633.20",9.803,3.785,"27,549.67","10,636.99",37.634605,-114.863037
Lyon County NV,NV,32019.0,Lyon,Yerington,"51,980","5,183.05","2,001.19",59.603,23.013,"5,242.65","2,024.20",39.022214,-119.197417
Mineral County NV,NV,32021.0,Mineral,Hawthorne,"4,772","9,719.82","3,752.84",155.747,60.134,"9,875.57","3,812.98",38.516647,-118.416279
Nye County NV,NV,32023.0,Nye,Tonopah,"43,946","47,090.97","18,181.92",43.209,16.683,"47,134.18","18,198.61",37.966379,-116.459047
Pershing County NV,NV,32027.0,Pershing,Lovelock,"6,753","15,634.63","6,036.56",79.934,30.863,"15,714.56","6,067.43",40.439639,-118.409477
Storey County NV,NV,32029.0,Storey,Virginia City,"4,010",680.961,262.92,1.872,0.723,682.833,263.643,39.438385,-119.524646
Washoe County NV,NV,32031.0,Washoe,Reno,"421,407","16,323.05","6,302.37",621.198,239.846,"16,944.25","6,542.21",40.703311,-119.710315
White Pine County NV,NV,32033.0,White Pine,Ely,"10,030","22,987.82","8,875.65",54.679,21.112,"23,042.50","8,896.76",39.417804,-114.900945
Carson City County NV,NV,32510.0,Carson City [9],—,"55,274",374.673,144.662,32.587,12.582,407.26,157.244,39.153447,-119.743442
Belknap County NH,NH,33001.0,Belknap,Laconia,"60,088","1,036.60",400.232,177.025,68.35,"1,213.62",468.582,43.519109,-71.425366
Carroll County NH,NH,33003.0,Carroll,Ossipee,"47,818","2,411.44",931.061,158.956,61.373,"2,570.39",992.434,43.867567,-71.201665
Cheshire County NH,NH,33005.0,Cheshire,Keene,"77,117","1,830.24",706.66,58.115,22.439,"1,888.36",729.099,42.925455,-72.248217
Coos County NH,NH,33007.0,Coos,Lancaster,"33,055","4,648.21","1,794.69",90.778,35.049,"4,738.99","1,829.73",44.652419,-71.289383
Grafton County NH,NH,33009.0,Grafton,Woodsville,"89,118","4,425.64","1,708.75",105.662,40.796,"4,531.30","1,749.55",43.926488,-71.842264
Hillsborough County NH,NH,33011.0,Hillsborough,"Manchester, Nashua","400,721","2,269.19",876.139,41.637,16.076,"2,310.83",892.215,42.911643,-71.723101
Merrimack County NH,NH,33013.0,Merrimack,Concord,"146,445","2,419.35",934.116,57.836,22.331,"2,477.19",956.447,43.299485,-71.68013
Rockingham County NH,NH,33015.0,Rockingham,Brentwood,"295,223","1,799.32",694.72,260.008,100.39,"2,059.33",795.11,42.98936,-71.099437
Strafford County NH,NH,33017.0,Strafford,Dover,"123,143",955.641,368.975,38.919,15.027,994.559,384.002,43.293177,-71.035927
Sullivan County NH,NH,33019.0,Sullivan,Newport,"43,742","1,391.64",537.313,38.022,14.681,"1,429.66",551.994,43.361188,-72.222084
Atlantic County NJ,NJ,34001.0,Atlantic,Mays Landing,"274,549","1,439.27",555.704,300.755,116.122,"1,740.02",671.826,39.469354,-74.633758
Bergen County NJ,NJ,34003.0,Bergen,Hackensack,"905,116",603.49,233.009,35.385,13.662,638.875,246.671,40.95909,-74.074522
Burlington County NJ,NJ,34005.0,Burlington,Mount Holly Township,"448,734","2,068.30",798.576,55.069,21.262,"2,123.37",819.838,39.875786,-74.663006
Camden County NJ,NJ,34007.0,Camden,Camden,"513,657",573.068,221.263,15.617,6.03,588.685,227.293,39.802352,-74.961251
Cape May County NJ,NJ,34009.0,Cape May,Cape May Court House,"97,265",651.187,251.425,955.684,368.992,"1,606.87",620.417,39.086143,-74.847716
Cumberland County NJ,NJ,34011.0,Cumberland,Bridgeton,"156,898","1,252.78",483.703,502.246,193.918,"1,755.03",677.621,39.328387,-75.121644
Essex County NJ,NJ,34013.0,Essex,Newark,"783,969",326.888,126.212,8.854,3.419,335.742,129.631,40.787217,-74.246136
Gloucester County NJ,NJ,34015.0,Gloucester,Woodbury,"288,288",833.99,322.005,39.296,15.172,873.286,337.177,39.721019,-75.143708
Hudson County NJ,NJ,34017.0,Hudson,Jersey City,"634,266",119.634,46.191,41.756,16.122,161.39,62.313,40.731384,-74.078627
Hunterdon County NJ,NJ,34019.0,Hunterdon,Flemington,"128,349","1,108.05",427.819,24.911,9.618,"1,132.96",437.437,40.565283,-74.91197
Mercer County NJ,NJ,34021.0,Mercer,Trenton,"366,513",581.601,224.557,11.218,4.331,592.819,228.888,40.282503,-74.703724
Middlesex County NJ,NJ,34023.0,Middlesex,New Brunswick,"809,858",800.083,308.914,36.034,13.913,836.118,322.827,40.439593,-74.407585
Monmouth County NJ,NJ,34025.0,Monmouth,Freehold Borough,"630,380","1,214.17",468.793,509.002,196.527,"1,723.17",665.32,40.287056,-74.152446
Morris County NJ,NJ,34027.0,Morris,Morristown,"492,276","1,191.85",460.177,55.55,21.448,"1,247.40",481.625,40.858581,-74.547427
Ocean County NJ,NJ,34029.0,Ocean,Toms River,"576,567","1,628.54",628.781,742.342,286.62,"2,370.88",915.401,39.86585,-74.263027
Passaic County NJ,NJ,34031.0,Passaic,Paterson,"501,226",478.093,184.593,32.407,12.512,510.5,197.105,41.033763,-74.300308
Salem County NJ,NJ,34033.0,Salem,Salem,"66,083",859.614,331.899,104.713,40.43,964.327,372.329,39.573828,-75.357356
Somerset County NJ,NJ,34035.0,Somerset,Somerville,"323,444",781.693,301.813,7.883,3.044,789.576,304.857,40.565522,-74.61993
Sussex County NJ,NJ,34037.0,Sussex,Newton,"149,265","1,344.24",519.014,43.327,16.729,"1,387.57",535.743,41.137424,-74.691855
Union County NJ,NJ,34039.0,Union,Elizabeth,"536,499",266.393,102.855,6.595,2.546,272.988,105.401,40.659871,-74.308696
Warren County NJ,NJ,34041.0,Warren,Belvidere,"108,692",924.412,356.918,15.384,5.94,939.796,362.858,40.853524,-75.009542
Bernalillo County NM,NM,35001.0,Bernalillo,Albuquerque,"662,564","3,006.53","1,160.83",16.471,6.36,"3,023.00","1,167.19",35.054002,-106.669065
Catron County NM,NM,35003.0,Catron,Reserve,"3,725","17,932.27","6,923.69",14.194,5.481,"17,946.47","6,929.17",33.901814,-108.392097
Chaves County NM,NM,35005.0,Chaves,Roswell,"65,645","15,708.99","6,065.28",25.507,9.848,"15,734.50","6,075.12",33.361605,-104.469837
Cibola County NM,NM,35006.0,Cibola,Grants,"27,213","11,757.20","4,539.48",5.83,2.251,"11,763.03","4,541.73",34.93205,-108.000255
Colfax County NM,NM,35007.0,Colfax,Raton,"13,750","9,733.33","3,758.06",26.319,10.162,"9,759.65","3,768.22",36.612963,-104.640126
Curry County NM,NM,35009.0,Curry,Clovis,"48,376","3,638.41","1,404.80",8.174,3.156,"3,646.58","1,407.95",34.572984,-103.346055
De Baca County NM,NM,35011.0,De Baca,Fort Sumner,"2,022","6,015.57","2,322.62",29.16,11.259,"6,044.73","2,333.88",34.351429,-104.401527
Dona Ana County NM,NM,35013.0,Dona Ana,Las Cruces,"209,233","9,861.41","3,807.51",17.79,6.869,"9,879.20","3,814.38",32.350912,-106.832182
Eddy County NM,NM,35015.0,Eddy,Carlsbad,"53,829","10,815.08","4,175.73",56.453,21.796,"10,871.53","4,197.52",32.457858,-104.306471
Grant County NM,NM,35017.0,Grant,Silver City,"29,514","10,260.56","3,961.63",15.35,5.926,"10,275.91","3,967.55",32.732087,-108.381504
Guadalupe County NM,NM,35019.0,Guadalupe,Santa Rosa,"4,687","7,848.91","3,030.48",2.888,1.115,"7,851.80","3,031.60",34.869782,-104.784968
Harding County NM,NM,35021.0,Harding,Mosquero,695,"5,504.87","2,125.44",1.154,0.446,"5,506.02","2,125.89",35.863152,-103.829931
Hidalgo County NM,NM,35023.0,Hidalgo,Lordsburg,"4,894","8,901.43","3,436.86",23.652,9.132,"8,925.08","3,445.99",31.899658,-108.745729
Lea County NM,NM,35025.0,Lea,Lovington,"64,727","11,372.46","4,390.93",8.469,3.27,"11,380.93","4,394.20",32.795687,-103.413271
Lincoln County NM,NM,35027.0,Lincoln,Carrizozo,"20,497","12,512.47","4,831.09",0.564,0.218,"12,513.03","4,831.31",33.740941,-105.449083
Los Alamos County NM,NM,35028.0,Los Alamos,Los Alamos,"17,950",282.74,109.167,0.23,0.089,282.97,109.256,35.870047,-106.307968
Luna County NM,NM,35029.0,Luna,Deming,"25,095","7,679.80","2,965.19",0.432,0.167,"7,680.23","2,965.36",32.184482,-107.746639
McKinley County NM,NM,35031.0,McKinley,Gallup,"71,492","14,114.94","5,449.81",14.161,5.467,"14,129.10","5,455.28",35.573732,-108.255307
Mora County NM,NM,35033.0,Mora,Mora,"4,881","5,001.98","1,931.27",6.079,2.347,"5,008.06","1,933.62",35.982841,-104.921898
Otero County NM,NM,35035.0,Otero,Alamogordo,"63,797","17,128.13","6,613.21",37.019,14.293,"17,165.15","6,627.50",32.588776,-105.781079
Quay County NM,NM,35037.0,Quay,Tucumcari,"9,041","7,444.53","2,874.35",18.735,7.234,"7,463.27","2,881.58",35.107018,-103.548071
Rio Arriba County NM,NM,35039.0,Rio Arriba,Tierra Amarilla,"40,246","15,179.50","5,860.84",91.46,35.313,"15,270.96","5,896.15",36.509669,-106.693983
Roosevelt County NM,NM,35041.0,Roosevelt,Portales,"19,846","6,338.82","2,447.43",18.704,7.222,"6,357.52","2,454.65",34.021457,-103.482725
Sandoval County NM,NM,35043.0,Sandoval,Aztec,"131,561","9,610.54","3,710.65",13.708,5.293,"9,624.25","3,715.94",35.685073,-106.882618
San Juan County NM,NM,35045.0,San Juan,Las Vegas,"130,044","14,278.78","5,513.07",65.674,25.357,"14,344.45","5,538.42",36.511625,-108.324578
San Miguel County NM,NM,35047.0,San Miguel,Bernalillo,"29,393","12,213.92","4,715.82",51.38,19.838,"12,265.30","4,735.66",35.476876,-104.803515
Santa Fe County NM,NM,35049.0,Santa Fe,Santa Fe,"144,170","4,945.36","1,909.41",3.775,1.457,"4,949.13","1,910.87",35.513722,-105.966441
Sierra County NM,NM,35051.0,Sierra,Truth or Consequences,"11,988","10,823.45","4,178.96",148.324,57.268,"10,971.77","4,236.22",33.119479,-107.188161
Socorro County NM,NM,35053.0,Socorro,Socorro,"17,866","17,214.82","6,646.68",5.36,2.07,"17,220.18","6,648.75",33.991614,-106.939003
Taos County NM,NM,35055.0,Taos,Taos,"32,937","5,706.03","2,203.11",3.386,1.307,"5,709.42","2,204.42",36.576529,-105.637987
Torrance County NM,NM,35057.0,Torrance,Estancia,"16,383","8,663.11","3,344.85",2.301,0.888,"8,665.41","3,345.73",34.634644,-105.846836
Union County NM,NM,35059.0,Union,Clayton,"4,549","9,903.45","3,823.74",18.468,7.131,"9,921.92","3,830.88",36.488085,-103.475723
Valencia County NM,NM,35061.0,Valencia,Los Lunas,"76,569","2,761.38","1,066.18",5.489,2.119,"2,766.87","1,068.29",34.71684,-106.806582
Albany County NY,NY,36001.0,Albany,Albany,"304,204","1,354.06",522.804,27.189,10.498,"1,381.25",533.302,42.588271,-73.974014
Allegany County NY,NY,36003.0,Allegany,Belmont,"48,946","2,665.90","1,029.31",13.154,5.079,"2,679.05","1,034.39",42.247894,-78.026176
Bronx County NY,NY,36005.0,Bronx [10],—,"1,385,108",109.029,42.096,39.838,15.382,148.867,57.478,40.848711,-73.852939
Broome County NY,NY,36007.0,Broome,Binghamton,"200,600","1,827.93",705.766,25.249,9.749,"1,853.17",715.515,42.161977,-75.830291
Cattaraugus County NY,NY,36009.0,Cattaraugus,Little Valley,"80,317","3,388.61","1,308.35",36.61,14.135,"3,425.22","1,322.49",42.244853,-78.681006
Cayuga County NY,NY,36011.0,Cayuga,Auburn,"80,026","1,791.19",691.582,445.708,172.089,"2,236.90",863.671,43.008546,-76.574587
Chautauqua County NY,NY,36013.0,Chautauqua,Mayville,"134,905","2,745.97","1,060.23","1,139.48",439.957,"3,885.46","1,500.18",42.304216,-79.407595
Chemung County NY,NY,36015.0,Chemung,Elmira,"88,830","1,055.04",407.352,8.877,3.427,"1,063.91",410.779,42.155281,-76.747179
Chenango County NY,NY,36017.0,Chenango,Norwich,"50,477","2,314.28",893.548,13.161,5.082,"2,327.44",898.63,42.489732,-75.604905
Clinton County NY,NY,36019.0,Clinton,Plattsburgh,"82,128","2,688.03","1,037.85",206.355,79.674,"2,894.38","1,117.53",44.75271,-73.705648
Columbia County NY,NY,36021.0,Columbia,Hudson,"63,096","1,643.88",634.705,35.121,13.56,"1,679.00",648.265,42.247729,-73.626805
Cortland County NY,NY,36023.0,Cortland,Cortland,"49,336","1,291.78",498.76,7.144,2.758,"1,298.93",501.518,42.593824,-76.076265
Delaware County NY,NY,36025.0,Delaware,Delhi,"47,980","3,735.90","1,442.44",64.766,25.006,"3,800.67","1,467.45",42.193987,-74.966728
Dutchess County NY,NY,36027.0,Dutchess,Poughkeepsie,"297,488","2,060.67",795.63,76.969,29.718,"2,137.64",825.348,41.755009,-73.739951
Erie County NY,NY,36029.0,Erie,Buffalo,"919,040","2,700.56","1,042.69",476.974,184.161,"3,177.54","1,226.85",42.752759,-78.778192
Essex County NY,NY,36031.0,Essex,Elizabethtown,"39,370","4,647.03","1,794.23",315.978,122,"4,963.01","1,916.23",44.108971,-73.777573
Franklin County NY,NY,36033.0,Franklin,Malone,"51,599","4,219.40","1,629.12",177.032,68.353,"4,396.43","1,697.47",44.594374,-74.31067
Fulton County NY,NY,36035.0,Fulton,Johnstown,"55,531","1,283.26",495.469,96.893,37.411,"1,380.15",532.88,43.115609,-74.423678
Genesee County NY,NY,36037.0,Genesee,Batavia,"60,079","1,276.70",492.936,6.143,2.372,"1,282.84",495.308,43.00091,-78.192778
Greene County NY,NY,36039.0,Greene,Catskill,"49,221","1,676.14",647.161,28.201,10.888,"1,704.34",658.049,42.286951,-74.149495
Hamilton County NY,NY,36041.0,Hamilton,Lake Pleasant,"4,836","4,447.98","1,717.37",234.214,90.431,"4,682.19","1,807.80",43.657879,-74.502456
Herkimer County NY,NY,36043.0,Herkimer,Herkimer,"64,519","3,655.69","1,411.47",120.4,46.487,"3,776.09","1,457.96",43.461635,-74.894694
Jefferson County NY,NY,36045.0,Jefferson,Watertown,"116,229","3,285.63","1,268.59","1,524.55",588.632,"4,810.18","1,857.22",43.995371,-76.053522
Kings County NY,NY,36047.0,Kings [10],—,"2,504,700",183.412,70.816,67.603,26.102,251.015,96.918,40.635133,-73.950777
Lewis County NY,NY,36049.0,Lewis,Lowville,"27,087","3,301.40","1,274.68",39.581,15.282,"3,340.99","1,289.96",43.786397,-75.442617
